primaryName,originalTitle,birthYear,deathYear,primaryProfession
Deondray Gossett,Sanador: The Healer,1973,0,writer
Deondray Gossett,Sanador: The Healer,1973,0,director
Quincy Le Near,Sanador: The Healer,1974,0,director
Quincy Le Near,Sanador: The Healer,1974,0,writer
Michael Marcel,Sanador: The Healer,1988,0,writer
Carol Camp,Sanador: The Healer,1995,0,director
Andrew Hyatt,Full of Grace,1982,0,writer
Andrew Hyatt,Full of Grace,1982,0,director
Jeremy Koerner,I Am the Edge,1967,0,writer
Jennifer Siebel Newsom,The Hunting Ground,1974,0,director
Hanna Polak,Something Better to Come,1967,0,director
Hank Bedford,Dixieland,1977,0,director
Irving Franco,Cheerleader,1988,0,writer
Irving Franco,Cheerleader,1988,0,director
Mark Clem,The Devil's Gold,1970,0,director
Elizabeth Grace Garcia,2 Gentlemen of Verona,1986,0,director
Marc Forby,Highly Functional,1970,0,director
Blake Berris,She's Missing,1984,0,writer
Ruya Arzu Koksal,Bir avuç cesur insan,1972,0,writer
Ruya Arzu Koksal,Bir avuç cesur insan,1972,0,director
Gareth Bryn,Yr Ymadawiad,1978,0,director
Louis Edward Doerge,Night of the Babysitter,1981,0,writer
Greg Laub,Sight Unseen,1972,0,writer
Gary O. Bennett,ReRUN,1953,0,writer
Gary O. Bennett,ReRUN,1953,0,director
Alyssa R. Bennett,ReRUN,1960,0,director
Stephanie Pedros,Reality Check,1978,0,director
Stephanie Pedros,Reality Check,1978,0,writer
Emrah Kaman,Bana Masal Anlatma,1985,0,writer
Yoshinari Nishikôri,Tatara Samurai,1962,0,director
Yoshinari Nishikôri,Tatara Samurai,1962,0,writer
Paul Raschid,Unhallowed Ground,1993,0,director
Paul Raschid,Unhallowed Ground,1993,0,writer
Farid Eslam,Yallah! Underground,1977,0,writer
Farid Eslam,Yallah! Underground,1977,0,director
Jazmín Stuart,Pistas para volver a casa,1976,0,director
Jazmín Stuart,Pistas para volver a casa,1976,0,writer
Lucila Las Heras,Nacido para morir,1980,0,writer
Lucila Las Heras,Nacido para morir,1980,0,director
Sebastian Murano,Nacido para morir,1977,0,director
Diego Defeo,Tejen,1984,0,director
João Nuno Brochado,Uma Montanha do Tamanho do Homem,1983,0,director
David Ray,Grand Unified Theory,1968,0,writer
Will Devokees,The Perils of Posting,1989,0,director
Jon Sistiaga,Nacido en Gaza,1967,0,director
Jon Sistiaga,Nacido en Gaza,1967,0,writer
Hernán Zin,Nacido en Gaza,1971,0,director
Erik Schiesko,Blaue Stunde,1986,0,director
Erik Schiesko,Blaue Stunde,1986,0,writer
Richard Dawkins,Intersect,1941,0,writer
Gus Holwerda,Intersect,1975,0,writer
Gus Holwerda,Intersect,1975,0,director
Andrea Carlisle,Night Walk,1992,0,writer
Jennifer Stuckert,Alarmed,1977,0,writer
Álvaro Longoria,The Propaganda Game,1968,0,director
Álvaro Longoria,The Propaganda Game,1968,0,writer
Patrick Dannenbaum,Del Playa,1994,0,director
Patrick Dannenbaum,Del Playa,1994,0,writer
Alan Rabinowitz,Tiger Tiger,1953,2018,writer
Bob Nelson,The Confirmation,1956,0,writer
Georgi Djulgerov,Buferna zona,1943,0,director
Georgi Djulgerov,Buferna zona,1943,0,writer
Rousy Chanev,Buferna zona,1945,0,writer
Maria Stoyanova,Buferna zona,1977,0,director
Yana Lekarska,Buferna zona,1979,0,director
Yana Lekarska,Buferna zona,1979,0,writer
Sergi Portabella,Jean-François i el sentit de la vida,1980,0,writer
Sergi Portabella,Jean-François i el sentit de la vida,1980,0,director
Jaume Ripoll,Jean-François i el sentit de la vida,1977,0,writer
Gerard Pastor,Jean-François i el sentit de la vida,1984,0,director
Nick Zedd,Scumbag,1958,0,director
Nick Zedd,Scumbag,1958,0,writer
Jeremy Kovach,Scumbag,1976,0,writer
Ana Lungu,Autoportretul unei fete cuminti,1978,0,director
Ana Lungu,Autoportretul unei fete cuminti,1978,0,writer
Marc Vogel,Der erste Stein,1985,0,writer
Marc Vogel,Der erste Stein,1985,0,director
Tony Lovato,Highway to Havasu,1980,0,writer
Sanzhar Sultan,River,1988,0,writer
Sanzhar Sultan,River,1988,0,director
Christian Vincent,L'hermine,1955,0,director
Christian Vincent,L'hermine,1955,0,writer
Miss Ming,L'hermine,1990,0,writer
Julia Bossert,Kleine graue Wolke,1983,0,director
Julia Bossert,Kleine graue Wolke,1983,0,writer
Cristina Alcázar,"Piensa, Observa y Respira",1978,0,director
Ric Maddox,The Wall,1979,0,writer
Brent Leung,Sex on Demand,1980,0,director
Bogdan Ficeac,I Hit Therefore I Am,1958,0,writer
Phil Ehart,Miracles Out of Nowhere,1951,0,writer
Hannah Daniel,Black Mountain Poets,1986,0,director
Hannah Daniel,Black Mountain Poets,1986,0,writer
Jamie Adams,Black Mountain Poets,1980,0,director
Jamie Adams,Black Mountain Poets,1980,0,writer
Dessy Tenekedjieva,Mon cochon et moi,1971,0,director
Harald Bergmann,Der Schmetterlingsjäger - 37 Karteikarten zu Nabokov,1963,0,director
Harald Bergmann,Der Schmetterlingsjäger - 37 Karteikarten zu Nabokov,1963,0,writer
Rabah Ameur-Zaïmeche,Histoire de Judas,1966,0,director
Rabah Ameur-Zaïmeche,Histoire de Judas,1966,0,writer
Aaron Keene,Panopticon,1984,0,writer
Brett Rapkin,Welcome to Dodgertown,1978,0,writer
Brett Rapkin,Welcome to Dodgertown,1978,0,director
Georg Koszulinski,Loa,1979,0,director
Georg Koszulinski,Loa,1979,0,writer
Isaac Kappy,The Babysitter,1977,2019,writer
Samara Weaving,The Babysitter,1992,0,director
Samara Weaving,The Babysitter,1992,0,writer
Andrew Bachelor,The Babysitter,1988,0,director
Andrew Bachelor,The Babysitter,1988,0,writer
Ezequiel Hilbert,Mundo Salamone. La reinvención de la Pampa,1978,0,director
Ezequiel Hilbert,Mundo Salamone. La reinvención de la Pampa,1978,0,writer
Andy Ristaino,Uncle Kent 2,1975,0,writer
Carsten Rudolf,Familien Jul,1965,0,writer
Carsten Rudolf,Familien Jul,1965,0,director
Brett Morgen,Cobain: Montage of Heck,1968,0,director
Brett Morgen,Cobain: Montage of Heck,1968,0,writer
Dena Hysell-Cornejo,Eat Me,1981,0,director
Dena Hysell-Cornejo,Eat Me,1981,0,writer
Vee Vimolmal,Tangent Room,1977,0,director
Vee Vimolmal,Tangent Room,1977,0,writer
Young-sun Yoo,Ma-nyeo,1975,0,director
Young-sun Yoo,Ma-nyeo,1975,0,writer
Seul-yeah Jo,Ma-nyeo,1985,0,writer
Matt McCombs,Broken Darkness,1969,2019,writer
Christopher-Lee dos Santos,Broken Darkness,1984,0,director
Gabriel Lichtmann,Cómo ganar enemigos,1974,0,director
Gabriel Lichtmann,Cómo ganar enemigos,1974,0,writer
Andy Gates,Garden Party Massacre,1973,0,writer
Matt Weinglass,Garden Party Massacre,1978,0,director
Montana Jacobowitz,Shake Off the World,2001,0,writer
Jonny Triviani,Eden,1978,0,director
Jonny Triviani,Eden,1978,0,writer
Rubén Guzmán,La ciudadela,1959,0,director
Ludvík Vaculík,Století Miroslava Zikmunda,1926,2015,writer
Petr Horký,Století Miroslava Zikmunda,1973,0,director
Petr Horký,Století Miroslava Zikmunda,1973,0,writer
Ivan Hubac,Lída Baarová,1953,0,writer
Matej Dadák,Lída Baarová,1975,0,writer
Ersan Özer,Siccîn,1969,0,writer
Ersan Özer,Siccîn,1969,0,director
Josef Aichholzer,The Legend of the Ugly King,1950,0,director
Marat Sarulu,Pereezd,1957,0,director
Marat Sarulu,Pereezd,1957,0,writer
Johnny La,Family First the Marshawn Lynch Story,1984,0,writer
Tajianna Okechukwu,Family First the Marshawn Lynch Story,1997,0,director
Tajianna Okechukwu,Family First the Marshawn Lynch Story,1997,0,writer
Bharath Chand,72 Model,1992,0,director
Sean Brosnan,My Father Die,1983,0,director
Jill Von Dae,My Father Die,1994,0,director
Jill Von Dae,My Father Die,1994,0,writer
Jay Taylor,Mystery Daze,1991,0,writer
Zheng Xu,Gang jiong,1972,0,director
Jacqueline Chong,Gang jiong,1980,0,director
Bei-Er Bao,Gang jiong,1984,0,director
Bernard Favre,Les nuées ardentes,1945,0,director
Bernard Favre,Les nuées ardentes,1945,0,writer
Wolfgang H. Scholz,Krähenzeit,1958,0,director
Wolfgang H. Scholz,Krähenzeit,1958,0,writer
Lorenzo Renzi,Maremmamara,1977,0,director
Lorenzo Renzi,Maremmamara,1977,0,writer
Jérôme de Gerlache,Heart of Glass,1980,0,director
Jérôme de Gerlache,Heart of Glass,1980,0,writer
Sherry Stone,All Girls Weekend,1969,0,writer
Kenna J. Moore,Church in Black,1988,0,director
Kenna J. Moore,Church in Black,1988,0,writer
Jessica-Jane Stafford,Cannibals and Carpet Fitters,1985,0,writer
Paul Andrews,Cannibals and Carpet Fitters,1967,0,writer
Richard Lee O'Donnell,Cannibals and Carpet Fitters,1985,0,writer
Gabrielle Gozo,Cannibals and Carpet Fitters,1987,0,writer
Jens Schanze,La buena vida,1971,0,writer
Jens Schanze,La buena vida,1971,0,director
Gregory J. Pace,Good Bones,1969,0,writer
Nadia Litz,The People Garden,1976,0,director
Nadia Litz,The People Garden,1976,0,writer
Elina Miyake Jackson,The People Garden,1992,0,writer
Peter Cilella,Contracted: Phase II,1977,0,writer
Laurel Vail,Contracted: Phase II,1981,0,director
Laurel Vail,Contracted: Phase II,1981,0,writer
Charlie Buhler,The Great Silence,1987,0,director
Shanker,Virus,1960,0,director
Shanker,Virus,1960,0,writer
Jalissa Williams,Sons 2 the Grave,1992,0,writer
Augusto Sandino,Suave El Aliento,1982,0,director
Augusto Sandino,Suave El Aliento,1982,0,writer
Anton Goenechea,Adventures and Misadventures of a Mexican Chef in Delhi,1982,0,writer
Anton Goenechea,Adventures and Misadventures of a Mexican Chef in Delhi,1982,0,director
Deborah Geffner,Southside with You,1952,0,director
Deborah Geffner,Southside with You,1952,0,writer
Richard Tanne,Southside with You,1985,0,writer
Yuliy Gusman,"Ne boysya, ya s toboy! 1919",1943,0,director
Yuliy Gusman,"Ne boysya, ya s toboy! 1919",1943,0,writer
Thorsten Fleisch,Flesh City,1972,0,director
Arthur Patching,Flesh City,1979,0,writer
Christian Serritiello,Flesh City,1979,0,director
Sean Weathers,The Fappening,1980,0,writer
Sean Weathers,The Fappening,1980,0,director
Eleanor Columbus,The VVitch: A New-England Folktale,1989,0,director
Beau Ferris,The VVitch: A New-England Folktale,1975,0,writer
Craig Edwards,The Snarling,1993,0,director
Anatoly K. Ivanov,Kvadrat Gear,1980,0,director
Anatoly K. Ivanov,Kvadrat Gear,1980,0,writer
Mickey Mod,Marriage 2.0,1979,0,director
Mickey Mod,Marriage 2.0,1979,0,writer
Jan Tenhaven,Schön kann jeder!,1969,0,writer
Jan Tenhaven,Schön kann jeder!,1969,0,director
Brendan Byrne,There's Something in the Pilliga,1983,0,writer
Douglas Wolfsperger,Wiedersehen mit Brundibar,1957,0,director
Douglas Wolfsperger,Wiedersehen mit Brundibar,1957,0,writer
Tommy Brunswick,Monsters of Carnage,1970,0,director
Todd Brunswick,Zombies of Carnage,1970,0,writer
Floor Houwink ten Cate,Out of Love,1987,0,writer
Aaron Barnett,Seven in Heaven,1973,0,writer
Kuya Manzano,Cambio de sentido,1977,0,director
Christine Falco,Scratch,1971,0,director
Christine Falco,Scratch,1971,0,writer
Ruben Guzman,The Citadel,1959,0,director
Michael Rentsch,Marktl ist Papst,1967,0,director
Michael Rentsch,Marktl ist Papst,1967,0,writer
Nae Lazarescu,...Mama ei de tranzitie!?!,1941,2013,writer
Bogdan Ficeac,...Mama ei de tranzitie!?!,1958,0,writer
Richie Feeman,Scene Queen,1983,0,director
Michael Glover Smith,Cool Apocalypse,1975,0,writer
Michael Glover Smith,Cool Apocalypse,1975,0,director
Flavio Florencio,Made in Bangkok,1979,0,director
Flavio Florencio,Made in Bangkok,1979,0,writer
Kristofer McNeeley,Caught,1974,0,writer
Bijan Daneshmand,Under the Shadow,1958,0,director
Bobby Naderi,Under the Shadow,1984,0,writer
Kelly Taylor Hancock,The Long Way,1990,0,writer
Gonzalo García Pelayo,Copla,1947,0,director
Gonzalo García Pelayo,Copla,1947,0,writer
Guillermo Martínez,Cuando tu Carne Grite Basta,1962,0,writer
Guillermo Martínez,Cuando tu Carne Grite Basta,1962,0,director
John Carroll Lynch,The Founder,1963,0,director
Don Handfield,The Founder,1971,0,writer
Franco Castan,The Founder,1977,0,director
Mathew J. Wilkinson,How NOT to Make a Horror Film,1987,0,writer
Mathew J. Wilkinson,How NOT to Make a Horror Film,1987,0,director
Marco Antonio Andolfi,Dolcezza Extrema,1941,2018,director
Marco Antonio Andolfi,Dolcezza Extrema,1941,2018,writer
Massimo Vavassori,Dolcezza Extrema,1982,0,writer
Alberto Genovese,Dolcezza Extrema,1970,0,director
Jason Kane,Chuck Steel: Night of the Trampires,1989,0,writer
Lyudmila Gladunko,Dlya nachinayushchikh lyubit...,1947,0,director
Lyudmila Gladunko,Dlya nachinayushchikh lyubit...,1947,0,writer
Cathrine Marchen Asmussen,Mig og Naser,1967,0,director
Cathrine Marchen Asmussen,Mig og Naser,1967,0,writer
Cory DuVal,Terrifier,1970,0,writer
Adam Weber,Terrifier,1986,0,writer
Zoltán Janovics,Exodus to Paradise,1978,0,director
Deborah Funes,The Enemy,1974,2017,writer
Michel Melamed,Seewatchlook: O que Você Vê Quando Olha o que Enxerga?,1978,0,writer
Michel Melamed,Seewatchlook: O que Você Vê Quando Olha o que Enxerga?,1978,0,director
Lin Sternal,Eismädchen,1987,0,director
Lin Sternal,Eismädchen,1987,0,writer
Aleksey German Jr.,Pod elektricheskimi oblakami,1976,0,director
Aleksey German Jr.,Pod elektricheskimi oblakami,1976,0,writer
Ahmed Elekiaby,EL Taman (The Price),1987,0,director
Ahmed Elekiaby,EL Taman (The Price),1987,0,writer
Christopher Bradley,The Trigger,1961,0,director
Christopher Bradley,The Trigger,1961,0,writer
Paul Harrison,Plastic Toys,1972,0,director
Summer Moore,The Warning,1976,0,writer
Zsolt Benedek,Tisztelet a Hösöknek,1970,0,director
Petr Václav,Nikdy nejsme sami,1967,0,director
Petr Václav,Nikdy nejsme sami,1967,0,writer
Geert Mak,The Great European Disaster Movie,1946,0,writer
Bill Emmott,The Great European Disaster Movie,1956,0,writer
Cynthia Nixon,James White,1966,0,director
Makenzie Leigh,James White,1990,0,director
Makenzie Leigh,James White,1990,0,writer
Peter Kern,Der letzte Sommer der Reichen,1949,2015,director
Peter Kern,Der letzte Sommer der Reichen,1949,2015,writer
Christian Braad Thomsen,Fassbinder: at elske uden at kræve,1940,0,director
Christian Braad Thomsen,Fassbinder: at elske uden at kræve,1940,0,writer
Mariano Vanhoof,My First Highway,1974,0,writer
Anna Ditges,Wem gehört die Stadt - Bürger in Bewegung,1978,0,director
Anna Ditges,Wem gehört die Stadt - Bürger in Bewegung,1978,0,writer
Dick Maas,Prooi,1951,0,writer
Dick Maas,Prooi,1951,0,director
Bert Rijkelijkhuizen,Prooi,1965,0,director
Rienus Krul,Prooi,1978,0,writer
Pieter Derks,Prooi,1984,0,writer
Nuran Calis,Revolution Now!,1976,0,writer
Nuran Calis,Revolution Now!,1976,0,director
Aldo Garay,El hombre nuevo,1969,0,director
Aldo Garay,El hombre nuevo,1969,0,writer
Cody Westheimer,Journey to Space,1979,0,director
Zoe Berriatúa,Los héroes del mal,1978,0,writer
Zoe Berriatúa,Los héroes del mal,1978,0,director
Toni Rodriguez,Los héroes del mal,1976,0,writer
Johnathan Paul,Don't Frack with Denton,1980,0,writer
Johnathan Paul,Don't Frack with Denton,1980,0,director
Pernille Rose Grønkjær,Genetic Me,1973,0,director
Pernille Rose Grønkjær,Genetic Me,1973,0,writer
Benjamin Rider,Our Little Haven,1992,0,writer
Jesús Ponce,Todo saldrá bien,1971,0,director
Jesús Ponce,Todo saldrá bien,1971,0,writer
Denis Theriault,Across the Line,1986,0,director
Denis Theriault,Across the Line,1986,0,writer
Koran Dunbar,Confused by Love,1981,0,director
Ulrich Faßnacht,Voll Paula!,1981,0,writer
David Wallechinsky,The Business of Amateurs,1948,0,writer
Zack Jerome,The Business of Amateurs,1982,0,writer
Masashi Yamamoto,Mizu no koe wo kiku,1956,0,director
Masashi Yamamoto,Mizu no koe wo kiku,1956,0,writer
Daniel Hogg,The Devout,1977,0,writer
Ali Liebert,The Devout,1981,0,director
Caley Bisson,The Murder Pact,1978,0,writer
John Doolan,The Murder Pact,1984,0,writer
Chad Maura,The Murder Pact,1994,0,director
Stephen Lord,Strangeways Here We Come,1972,0,director
Mario Pagano,Backseat Fighter,1975,0,director
Marcelo Masagão,"Ato, Atalho e Vento",1958,0,director
Marcelo Masagão,"Ato, Atalho e Vento",1958,0,writer
Pete Sutton,Jim Shoe,1960,0,writer
Steff Gruber,Fire Fire Desire,1953,0,director
Steff Gruber,Fire Fire Desire,1953,0,writer
Fokke Baarssen,De Jeweetwels,1986,0,director
Christian Moris Müller,Lichtgestalten,1975,0,director
Christian Moris Müller,Lichtgestalten,1975,0,writer
Gergely Fonyó,A kõmajmok háza,1966,0,director
Gergely Fonyó,A kõmajmok háza,1966,0,writer
Dorien Rose Duinker,Out for Vengeance,1983,0,director
Dorien Rose Duinker,Out for Vengeance,1983,0,writer
Sandeep Sharma,Out for Vengeance,1987,0,director
Adriaen Valéry Burgis,Out for Vengeance,1971,0,writer
John van den Hurk,Out for Vengeance,1974,0,director
John van den Hurk,Out for Vengeance,1974,0,writer
Jirí Suchý,Lysistrata,1931,0,writer
Fernando Balihaut,Animal,1983,0,director
Daisuke Tengan,Aka no joô: Gorubachofu,1959,0,writer
Daisuke Tengan,Aka no joô: Gorubachofu,1959,0,director
Helene Hegemann,Traumfrauen,1992,0,writer
Helene Hegemann,Traumfrauen,1992,0,director
Miodrag Karadzic,Gorcilo - Jesi li to dosao da me vidis,1950,2020,writer
Dubravka Drakic,Gorcilo - Jesi li to dosao da me vidis,1976,0,writer
Brandon Webster,Summertime,1989,0,director
Brandon Webster,Summertime,1989,0,writer
Antwan Smith,Welcome 2 Killa City,1976,0,director
Tolga Karaçelik,Sarmasik,1981,0,director
Bebe Wood,Emmett,2001,0,director
Bebe Wood,Emmett,2001,0,writer
Franco Machado,Emmett,1997,0,writer
Taylor Genovese,Deuce Bounty,1986,0,director
Taylor Genovese,Deuce Bounty,1986,0,writer
Saverio Di Biagio,La ragazza dei miei sogni,1970,0,writer
Saverio Di Biagio,La ragazza dei miei sogni,1970,0,director
Sijie Dai,Le Paon de Nuit,1954,0,writer
Sijie Dai,Le Paon de Nuit,1954,0,director
Justin Calen-Chenn,No Light and No Land Anywhere,1982,0,writer
Justin Calen-Chenn,No Light and No Land Anywhere,1982,0,director
Andrey Altaparmakov,Rat poison,1949,0,director
Andrey Altaparmakov,Rat poison,1949,0,writer
Carrie Drazek,Turtle Tale,1965,0,writer
Caroline Chomienne,"Cuba no, Cuba si",1957,0,director
Caroline Chomienne,"Cuba no, Cuba si",1957,0,writer
Nadja Stokes,On the Shoulder,1981,0,writer
Nadja Stokes,On the Shoulder,1981,0,director
Lynette Louise,The Creeping,1957,0,director
Dean Ciallella,The Creeping,1971,0,writer
Dean Ciallella,The Creeping,1971,0,director
Bryce Johnson,Darkness Rising,1977,0,director
Stanley Nelson,The Black Panthers: Vanguard of the Revolution,1955,0,director
Stanley Nelson,The Black Panthers: Vanguard of the Revolution,1955,0,writer
Roz Payne,The Black Panthers: Vanguard of the Revolution,1940,2019,director
'The Jinni' Ra'Shawn Vass,Underdoges,1989,0,director
'The Jinni' Ra'Shawn Vass,Underdoges,1989,0,writer
Tracey Birdsall,Who's Jenna...?,1963,0,writer
Jonas Rothlaender,Familie Haben,1982,0,director
Jonas Rothlaender,Familie Haben,1982,0,writer
John Felix,OH-Mart,1982,0,writer
Jared Campbell,OH-Mart,1991,0,director
Jared Campbell,OH-Mart,1991,0,writer
Sven Zellner,Schau mich nicht so an,1977,0,director
Uisenma Borchu,Schau mich nicht so an,1984,0,director
Uisenma Borchu,Schau mich nicht so an,1984,0,writer
Shaun Mazerall,The Basement,1981,0,director
Shaun Mazerall,The Basement,1981,0,writer
Dustin Nguyen,Trung so,1962,0,director
Rico Price,Good Streets,1984,0,director
Tunahan Emre Bilgin,Arama moturu,1993,0,director
Volker Heißmann,Murggs,1969,0,writer
Bernd Händel,Murggs,1956,0,writer
Michl Müller,Murggs,1972,0,writer
Linda Pedersen,Linda P's Hovedpine?,1984,0,writer
Linda Pedersen,Linda P's Hovedpine?,1984,0,director
Vijayakanth,Virudhagiri,1952,0,director
Vijayakanth,Virudhagiri,1952,0,writer
Jonas Garvin,The Pricks from Pluto VS. The Vaginas from Venus,1975,0,writer
Nick Giggans-Hill,Operation: Candlelight,1993,0,writer
Kaveh Mazaheri,A Report About Mina,1981,0,director
Kaveh Mazaheri,A Report About Mina,1981,0,writer
Jannis Spengler,Abschussfahrt,1972,0,writer
Tim Trachte,Abschussfahrt,1976,0,director
Tim Trachte,Abschussfahrt,1976,0,writer
Dion Flynn,"You, Your Brain, & You",1969,0,director
Scott Bateman,"You, Your Brain, & You",1964,0,director
Scott Bateman,"You, Your Brain, & You",1964,0,writer
Rodrigo Grota,Leste Oeste,1979,0,director
Rodrigo Grota,Leste Oeste,1979,0,writer
Rafael Ceribelli,Leste Oeste,1986,0,director
Fergal Keane,Teenage Tommies,1961,0,writer
Patrick Chavis,Rules Of The Trade,1986,0,director
Patrick Chavis,Rules Of The Trade,1986,0,writer
Barbara Hammer,Welcome to this House,1939,2019,director
Genia Starcev,Till Death Do Us Part,1981,0,director
Genia Starcev,Till Death Do Us Part,1981,0,writer
Declan Reynolds,The Gaelic Curse,1980,0,writer
Jacek Lusinski,Carte Blanche,1969,0,director
Jacek Lusinski,Carte Blanche,1969,0,writer
Jennifer Loomis,Chillers,1975,0,writer
Adjoa Andoh,Fractured,1963,0,writer
